Output_Voltage,Output_Power,Optimal_Config_Label,Mod_0_G,Mod_1_G,Mod_2_G,Mod_3_G,Mod_4_G,Mod_5_G,Mod_6_G,Mod_7_G,Mod_8_G
18.333333333333336,68.44444444444446,0,300,700,400,900,300,500,300,700,500
22.5,84.0,0,300,700,400,900,300,500,300,700,500
26.666666666666668,99.55555555555556,0,300,700,400,900,300,500,300,700,500
30.833333333333336,115.11111111111113,0,300,700,400,900,300,500,300,700,500
35.0,130.66666666666666,0,300,700,400,900,300,500,300,700,500
39.16666666666667,146.22222222222223,0,300,700,400,900,300,500,300,700,500
43.333333333333336,503.9252581375832,0,300,700,400,900,300,500,300,700,500
47.5,525.9494560601084,0,300,700,400,900,300,500,300,700,500
51.66666666666667,565.290453244235,0,300,700,400,900,300,500,300,700,500
55.833333333333336,603.5347936338692,0,300,700,400,900,300,500,300,700,500
60.0,669.0116727122683,0,300,700,400,900,300,500,300,700,500
64.16666666666667,710.1865900674418,0,300,700,400,900,300,500,300,700,500
68.33333333333334,749.9795378494123,0,300,700,400,900,300,500,300,700,500
72.5,788.3832164059753,0,300,700,400,900,300,500,300,700,500
76.66666666666667,825.4702923801515,0,300,700,400,900,300,500,300,700,500
80.83333333333334,861.3021700015291,0,300,700,400,900,300,500,300,700,500
85.0,895.8434415825998,0,300,700,400,900,300,500,300,700,500
89.16666666666667,928.4196822128315,0,300,700,400,900,300,500,300,700,500
93.33333333333334,953.9175189390679,0,300,700,400,900,300,500,300,700,500
97.5,949.40890472305,0,300,700,400,900,300,500,300,700,500
101.66666666666667,863.9852201886578,0,300,700,400,900,300,500,300,700,500
105.83333333333334,608.2641480571698,0,300,700,400,900,300,500,300,700,500
110.0,15.81699860475557,0,300,700,400,900,300,500,300,700,500
10.0,48.0,4,900,700,200,400,900,200,1000,900,1000
14.166666666666668,68.0,4,900,700,200,400,900,200,1000,900,1000
18.333333333333336,88.00000000000001,4,900,700,200,400,900,200,1000,900,1000
22.5,108.0,4,900,700,200,400,900,200,1000,900,1000
26.666666666666668,128.0,4,900,700,200,400,900,200,1000,900,1000
30.833333333333336,148.0,4,900,700,200,400,900,200,1000,900,1000
35.0,168.0,4,900,700,200,400,900,200,1000,900,1000
39.16666666666667,188.00000000000003,4,900,700,200,400,900,200,1000,900,1000
43.333333333333336,208.0,4,900,700,200,400,900,200,1000,900,1000
47.5,228.0,4,900,700,200,400,900,200,1000,900,1000
51.66666666666667,248.0,4,900,700,200,400,900,200,1000,900,1000
55.833333333333336,268.0,4,900,700,200,400,900,200,1000,900,1000
60.0,288.0,4,900,700,200,400,900,200,1000,900,1000
64.16666666666667,308.0,4,900,700,200,400,900,200,1000,900,1000
68.33333333333334,328.00000000000006,4,900,700,200,400,900,200,1000,900,1000
72.5,348.0,4,900,700,200,400,900,200,1000,900,1000
76.66666666666667,368.0,4,900,700,200,400,900,200,1000,900,1000
80.83333333333334,388.00000000000006,4,900,700,200,400,900,200,1000,900,1000
85.0,408.0,4,900,700,200,400,900,200,1000,900,1000
89.16666666666667,428.0,4,900,700,200,400,900,200,1000,900,1000
93.33333333333334,448.00000000000006,4,900,700,200,400,900,200,1000,900,1000
97.5,468.0,4,900,700,200,400,900,200,1000,900,1000
101.66666666666667,488.0,4,900,700,200,400,900,200,1000,900,1000
105.83333333333334,508.0,4,900,700,200,400,900,200,1000,900,1000
110.0,528.0,4,900,700,200,400,900,200,1000,900,1000
10.0,29.333333333333332,0,500,200,400,700,800,300,100,400,200
14.166666666666668,41.55555555555556,0,500,200,400,700,800,300,100,400,200
18.333333333333336,53.77777777777778,0,500,200,400,700,800,300,100,400,200
22.5,66.0,0,500,200,400,700,800,300,100,400,200
26.666666666666668,78.22222222222221,0,500,200,400,700,800,300,100,400,200
30.833333333333336,90.44444444444444,0,500,200,400,700,800,300,100,400,200
35.0,102.66666666666666,0,500,200,400,700,800,300,100,400,200
39.16666666666667,114.8888888888889,0,500,200,400,700,800,300,100,400,200
43.333333333333336,369.305220252431,0,500,200,400,700,800,300,100,400,200
47.5,398.64437306366347,0,500,200,400,700,800,300,100,400,200
51.66666666666667,426.89060968306825,0,500,200,400,700,800,300,100,400,200
55.833333333333336,453.9618753248011,0,500,200,400,700,800,300,100,400,200
60.0,479.00417393614157,0,500,200,400,700,800,300,100,400,200
64.16666666666667,493.4725567266926,0,500,200,400,700,800,300,100,400,200
68.33333333333334,432.13811567023976,0,500,200,400,700,800,300,100,400,200
72.5,399.3285841221458,0,500,200,400,700,800,300,100,400,200
76.66666666666667,412.5136444315787,0,500,200,400,700,800,300,100,400,200
80.83333333333334,424.62346878247905,0,500,200,400,700,800,300,100,400,200
85.0,435.6531296154913,0,500,200,400,700,800,300,100,400,200
89.16666666666667,445.56161715005805,0,500,200,400,700,800,300,100,400,200
93.33333333333334,453.95185603352576,0,500,200,400,700,800,300,100,400,200
97.5,457.02043355168837,0,500,200,400,700,800,300,100,400,200
101.66666666666667,424.6879159816979,0,500,200,400,700,800,300,100,400,200
105.83333333333334,237.46814270568936,0,500,200,400,700,800,300,100,400,200
110.0,405.9211142768622,0,500,200,400,700,800,300,100,400,200
10.0,37.333333333333336,4,800,400,200,600,600,1000,400,600,200
14.166666666666668,52.88888888888889,4,800,400,200,600,600,1000,400,600,200
18.333333333333336,68.44444444444446,4,800,400,200,600,600,1000,400,600,200
22.5,84.0,4,800,400,200,600,600,1000,400,600,200
26.666666666666668,99.55555555555556,4,800,400,200,600,600,1000,400,600,200
30.833333333333336,115.11111111111113,4,800,400,200,600,600,1000,400,600,200
35.0,130.66666666666666,4,800,400,200,600,600,1000,400,600,200
39.16666666666667,146.22222222222223,4,800,400,200,600,600,1000,400,600,200
43.333333333333336,161.7777777777778,4,800,400,200,600,600,1000,400,600,200
47.5,177.33333333333334,4,800,400,200,600,600,1000,400,600,200
51.66666666666667,192.8888888888889,4,800,400,200,600,600,1000,400,600,200
55.833333333333336,208.44444444444446,4,800,400,200,600,600,1000,400,600,200
60.0,224.0,4,800,400,200,600,600,1000,400,600,200
64.16666666666667,239.55555555555557,4,800,400,200,600,600,1000,400,600,200
68.33333333333334,255.11111111111114,4,800,400,200,600,600,1000,400,600,200
72.5,270.6666666666667,4,800,400,200,600,600,1000,400,600,200
76.66666666666667,286.22222222222223,4,800,400,200,600,600,1000,400,600,200
80.83333333333334,301.7777777777778,4,800,400,200,600,600,1000,400,600,200
85.0,317.3333333333333,4,800,400,200,600,600,1000,400,600,200
89.16666666666667,332.8888888888889,4,800,400,200,600,600,1000,400,600,200
93.33333333333334,348.44444444444446,4,800,400,200,600,600,1000,400,600,200
97.5,364.0,4,800,400,200,600,600,1000,400,600,200
101.66666666666667,379.5555555555556,4,800,400,200,600,600,1000,400,600,200
105.83333333333334,395.11111111111114,4,800,400,200,600,600,1000,400,600,200
110.0,410.6666666666667,4,800,400,200,600,600,1000,400,600,200
10.0,58.666666666666664,5,1000,200,1000,400,800,700,900,800,500
14.166666666666668,83.11111111111111,5,1000,200,1000,400,800,700,900,800,500
18.333333333333336,107.55555555555556,5,1000,200,1000,400,800,700,900,800,500
22.5,132.0,5,1000,200,1000,400,800,700,900,800,500
26.666666666666668,156.44444444444443,5,1000,200,1000,400,800,700,900,800,500
30.833333333333336,180.88888888888889,5,1000,200,1000,400,800,700,900,800,500
35.0,205.33333333333331,5,1000,200,1000,400,800,700,900,800,500
39.16666666666667,229.7777777777778,5,1000,200,1000,400,800,700,900,800,500
43.333333333333336,254.22222222222223,5,1000,200,1000,400,800,700,900,800,500
47.5,278.66666666666663,5,1000,200,1000,400,800,700,900,800,500
51.66666666666667,303.11111111111114,5,1000,200,1000,400,800,700,900,800,500
55.833333333333336,327.55555555555554,5,1000,200,1000,400,800,700,900,800,500
60.0,352.0,5,1000,200,1000,400,800,700,900,800,500
64.16666666666667,376.44444444444446,5,1000,200,1000,400,800,700,900,800,500
68.33333333333334,400.8888888888889,5,1000,200,1000,400,800,700,900,800,500
72.5,425.3333333333333,5,1000,200,1000,400,800,700,900,800,500
76.66666666666667,449.77777777777777,5,1000,200,1000,400,800,700,900,800,500
80.83333333333334,474.22222222222223,5,1000,200,1000,400,800,700,900,800,500
85.0,498.66666666666663,5,1000,200,1000,400,800,700,900,800,500
89.16666666666667,523.1111111111111,5,1000,200,1000,400,800,700,900,800,500
93.33333333333334,547.5555555555555,5,1000,200,1000,400,800,700,900,800,500
97.5,572.0,5,1000,200,1000,400,800,700,900,800,500
101.66666666666667,596.4444444444445,5,1000,200,1000,400,800,700,900,800,500
105.83333333333334,620.8888888888889,5,1000,200,1000,400,800,700,900,800,500
110.0,645.3333333333333,5,1000,200,1000,400,800,700,900,800,500
10.0,40.0,12,200,500,800,1000,900,900,100,900,700
14.166666666666668,56.66666666666667,12,200,500,800,1000,900,900,100,900,700
18.333333333333336,73.33333333333334,12,200,500,800,1000,900,900,100,900,700
22.5,90.0,12,200,500,800,1000,900,900,100,900,700
26.666666666666668,106.66666666666667,12,200,500,800,1000,900,900,100,900,700
30.833333333333336,123.33333333333334,12,200,500,800,1000,900,900,100,900,700
35.0,140.0,12,200,500,800,1000,900,900,100,900,700
39.16666666666667,156.66666666666669,12,200,500,800,1000,900,900,100,900,700
43.333333333333336,173.33333333333334,12,200,500,800,1000,900,900,100,900,700
47.5,190.0,12,200,500,800,1000,900,900,100,900,700
51.66666666666667,206.66666666666669,12,200,500,800,1000,900,900,100,900,700
55.833333333333336,223.33333333333334,12,200,500,800,1000,900,900,100,900,700
60.0,240.0,12,200,500,800,1000,900,900,100,900,700
64.16666666666667,256.6666666666667,12,200,500,800,1000,900,900,100,900,700
68.33333333333334,273.33333333333337,12,200,500,800,1000,900,900,100,900,700
72.5,290.0,12,200,500,800,1000,900,900,100,900,700
76.66666666666667,306.6666666666667,12,200,500,800,1000,900,900,100,900,700
80.83333333333334,323.33333333333337,12,200,500,800,1000,900,900,100,900,700
85.0,340.0,12,200,500,800,1000,900,900,100,900,700
89.16666666666667,356.6666666666667,12,200,500,800,1000,900,900,100,900,700
93.33333333333334,373.33333333333337,12,200,500,800,1000,900,900,100,900,700
97.5,390.0,12,200,500,800,1000,900,900,100,900,700
101.66666666666667,406.6666666666667,12,200,500,800,1000,900,900,100,900,700
105.83333333333334,423.33333333333337,12,200,500,800,1000,900,900,100,900,700
110.0,440.0,12,200,500,800,1000,900,900,100,900,700
10.0,48.0,0,900,800,100,800,800,300,100,800,300
14.166666666666668,68.0,0,900,800,100,800,800,300,100,800,300
18.333333333333336,88.00000000000001,0,900,800,100,800,800,300,100,800,300
22.5,108.0,0,900,800,100,800,800,300,100,800,300
26.666666666666668,128.0,0,900,800,100,800,800,300,100,800,300
30.833333333333336,148.0,0,900,800,100,800,800,300,100,800,300
35.0,168.0,0,900,800,100,800,800,300,100,800,300
39.16666666666667,550.9895876699186,0,900,800,100,800,800,300,100,800,300
43.333333333333336,604.8156471331406,0,900,800,100,800,800,300,100,800,300
47.5,657.504058377074,0,900,800,100,800,800,300,100,800,300
51.66666666666667,708.9937804881496,0,900,800,100,800,800,300,100,800,300
55.833333333333336,758.6317848154322,0,900,800,100,800,800,300,100,800,300
60.0,801.2738045284157,0,900,800,100,800,800,300,100,800,300
64.16666666666667,811.3778617331337,0,900,800,100,800,800,300,100,800,300
68.33333333333334,711.3448246300028,0,900,800,100,800,800,300,100,800,300
72.5,688.928720639333,0,900,800,100,800,800,300,100,800,300
76.66666666666667,718.7107781494326,0,900,800,100,800,800,300,100,800,300
80.83333333333334,747.4180934156018,0,900,800,100,800,800,300,100,800,300
85.0,775.0452587581199,0,900,800,100,800,800,300,100,800,300
89.16666666666667,801.5453003403179,0,900,800,100,800,800,300,100,800,300
93.33333333333334,826.4590015174791,0,900,800,100,800,800,300,100,800,300
97.5,845.3694701363604,0,900,800,100,800,800,300,100,800,300
101.66666666666667,823.6685872398523,0,900,800,100,800,800,300,100,800,300
105.83333333333334,631.0881232203757,0,900,800,100,800,800,300,100,800,300
110.0,69.23767313085781,0,900,800,100,800,800,300,100,800,300
10.0,24.0,0,300,100,500,1000,700,1000,900,700,900
14.166666666666668,34.0,0,300,100,500,1000,700,1000,900,700,900
18.333333333333336,44.00000000000001,0,300,100,500,1000,700,1000,900,700,900
22.5,54.0,0,300,100,500,1000,700,1000,900,700,900
26.666666666666668,64.0,0,300,100,500,1000,700,1000,900,700,900
30.833333333333336,74.0,0,300,100,500,1000,700,1000,900,700,900
35.0,84.0,0,300,100,500,1000,700,1000,900,700,900
39.16666666666667,94.00000000000001,0,300,100,500,1000,700,1000,900,700,900
43.333333333333336,104.0,0,300,100,500,1000,700,1000,900,700,900
47.5,114.0,0,300,100,500,1000,700,1000,900,700,900
51.66666666666667,124.0,0,300,100,500,1000,700,1000,900,700,900
55.833333333333336,134.0,0,300,100,500,1000,700,1000,900,700,900
60.0,144.0,0,300,100,500,1000,700,1000,900,700,900
64.16666666666667,154.0,0,300,100,500,1000,700,1000,900,700,900
68.33333333333334,164.00000000000003,0,300,100,500,1000,700,1000,900,700,900
72.5,174.0,0,300,100,500,1000,700,1000,900,700,900
76.66666666666667,184.0,0,300,100,500,1000,700,1000,900,700,900
80.83333333333334,194.00000000000003,0,300,100,500,1000,700,1000,900,700,900
85.0,204.0,0,300,100,500,1000,700,1000,900,700,900
89.16666666666667,214.0,0,300,100,500,1000,700,1000,900,700,900
93.33333333333334,224.00000000000003,0,300,100,500,1000,700,1000,900,700,900
97.5,234.0,0,300,100,500,1000,700,1000,900,700,900
101.66666666666667,244.0,0,300,100,500,1000,700,1000,900,700,900
105.83333333333334,254.0,0,300,100,500,1000,700,1000,900,700,900
110.0,264.0,0,300,100,500,1000,700,1000,900,700,900
10.0,29.333333333333332,0,800,200,100,700,700,800,500,300,800
14.166666666666668,41.55555555555556,0,800,200,100,700,700,800,500,300,800
18.333333333333336,53.77777777777778,0,800,200,100,700,700,800,500,300,800
22.5,66.0,0,800,200,100,700,700,800,500,300,800
26.666666666666668,78.22222222222221,0,800,200,100,700,700,800,500,300,800
30.833333333333336,90.44444444444444,0,800,200,100,700,700,800,500,300,800
35.0,102.66666666666666,0,800,200,100,700,700,800,500,300,800
39.16666666666667,114.8888888888889,0,800,200,100,700,700,800,500,300,800
43.333333333333336,127.11111111111111,0,800,200,100,700,700,800,500,300,800
47.5,139.33333333333331,0,800,200,100,700,700,800,500,300,800
51.66666666666667,151.55555555555557,0,800,200,100,700,700,800,500,300,800
55.833333333333336,163.77777777777777,0,800,200,100,700,700,800,500,300,800
60.0,176.0,0,800,200,100,700,700,800,500,300,800
64.16666666666667,188.22222222222223,0,800,200,100,700,700,800,500,300,800
68.33333333333334,200.44444444444446,0,800,200,100,700,700,800,500,300,800
72.5,212.66666666666666,0,800,200,100,700,700,800,500,300,800
76.66666666666667,224.88888888888889,0,800,200,100,700,700,800,500,300,800
80.83333333333334,237.11111111111111,0,800,200,100,700,700,800,500,300,800
85.0,249.33333333333331,0,800,200,100,700,700,800,500,300,800
89.16666666666667,261.55555555555554,0,800,200,100,700,700,800,500,300,800
93.33333333333334,273.77777777777777,0,800,200,100,700,700,800,500,300,800
97.5,286.0,0,800,200,100,700,700,800,500,300,800
101.66666666666667,298.22222222222223,0,800,200,100,700,700,800,500,300,800
105.83333333333334,310.44444444444446,0,800,200,100,700,700,800,500,300,800
110.0,322.66666666666663,0,800,200,100,700,700,800,500,300,800
10.0,26.666666666666664,0,600,300,100,300,500,300,100,500,1000
14.166666666666668,37.77777777777778,0,600,300,100,300,500,300,100,500,1000
18.333333333333336,48.88888888888889,0,600,300,100,300,500,300,100,500,1000
22.5,60.0,0,600,300,100,300,500,300,100,500,1000
26.666666666666668,71.11111111111111,0,600,300,100,300,500,300,100,500,1000
30.833333333333336,82.22222222222223,0,600,300,100,300,500,300,100,500,1000
35.0,93.33333333333333,0,600,300,100,300,500,300,100,500,1000
39.16666666666667,104.44444444444446,0,600,300,100,300,500,300,100,500,1000
43.333333333333336,115.55555555555556,0,600,300,100,300,500,300,100,500,1000
47.5,126.66666666666666,0,600,300,100,300,500,300,100,500,1000
51.66666666666667,137.77777777777777,0,600,300,100,300,500,300,100,500,1000
55.833333333333336,148.88888888888889,0,600,300,100,300,500,300,100,500,1000
60.0,160.0,0,600,300,100,300,500,300,100,500,1000
64.16666666666667,507.3269104065999,0,600,300,100,300,500,300,100,500,1000
68.33333333333334,534.161259284413,0,600,300,100,300,500,300,100,500,1000
72.5,559.5409878139936,0,600,300,100,300,500,300,100,500,1000
76.66666666666667,583.5309223192024,0,600,300,100,300,500,300,100,500,1000
80.83333333333334,606.216321422694,0,600,300,100,300,500,300,100,500,1000
85.0,627.625243449887,0,600,300,100,300,500,300,100,500,1000
89.16666666666667,647.4595898287838,0,600,300,100,300,500,300,100,500,1000
93.33333333333334,662.9824153354313,0,600,300,100,300,500,300,100,500,1000
97.5,657.8180336397527,0,600,300,100,300,500,300,100,500,1000
101.66666666666667,581.6995093213568,0,600,300,100,300,500,300,100,500,1000
105.83333333333334,338.81939011666003,0,600,300,100,300,500,300,100,500,1000
110.0,154.44444444444446,0,600,300,100,300,500,300,100,500,1000
10.0,182.26883587784553,0,700,700,900,1000,1000,300,700,100,400
14.166666666666668,257.2826663593181,0,700,700,900,1000,1000,300,700,100,400
18.333333333333336,331.7485160460244,0,700,700,900,1000,1000,300,700,100,400
22.5,405.66628630111563,0,700,700,900,1000,1000,300,700,100,400
26.666666666666668,479.03561764493617,0,700,700,900,1000,1000,300,700,100,400
30.833333333333336,551.8552236989162,0,700,700,900,1000,1000,300,700,100,400
35.0,624.1205629703408,0,700,700,900,1000,1000,300,700,100,400
39.16666666666667,695.8157716767645,0,700,700,900,1000,1000,300,700,100,400
43.333333333333336,766.8859168407913,0,700,700,900,1000,1000,300,700,100,400
47.5,837.1421691440206,0,700,700,900,1000,1000,300,700,100,400
51.66666666666667,905.9396294861847,0,700,700,900,1000,1000,300,700,100,400
55.833333333333336,971.0897561204134,0,700,700,900,1000,1000,300,700,100,400
60.0,1025.2247233352484,0,700,700,900,1000,1000,300,700,100,400
64.16666666666667,1043.9081923225124,0,700,700,900,1000,1000,300,700,100,400
68.33333333333334,949.2011007485085,0,700,700,900,1000,1000,300,700,100,400
72.5,693.9744255817424,0,700,700,900,1000,1000,300,700,100,400
76.66666666666667,723.9301002177455,0,700,700,900,1000,1000,300,700,100,400
80.83333333333334,752.8040563158781,0,700,700,900,1000,1000,300,700,100,400
85.0,780.5944893952676,0,700,700,900,1000,1000,300,700,100,400
89.16666666666667,807.285767503748,0,700,700,900,1000,1000,300,700,100,400
93.33333333333334,832.721736856874,0,700,700,900,1000,1000,300,700,100,400
97.5,855.3307593147673,0,700,700,900,1000,1000,300,700,100,400
101.66666666666667,860.1381704705144,0,700,700,900,1000,1000,300,700,100,400
105.83333333333334,746.8465345634108,0,700,700,900,1000,1000,300,700,100,400
110.0,251.83517449007465,0,700,700,900,1000,1000,300,700,100,400
10.0,42.666666666666664,0,400,500,700,700,400,700,300,600,200
14.166666666666668,60.44444444444445,0,400,500,700,700,400,700,300,600,200
18.333333333333336,78.22222222222223,0,400,500,700,700,400,700,300,600,200
22.5,96.0,0,400,500,700,700,400,700,300,600,200
26.666666666666668,113.77777777777779,0,400,500,700,700,400,700,300,600,200
30.833333333333336,131.55555555555557,0,400,500,700,700,400,700,300,600,200
35.0,443.5802402952164,0,400,500,700,700,400,700,300,600,200
39.16666666666667,491.5683365175281,0,400,500,700,700,400,700,300,600,200
43.333333333333336,538.4890921104545,0,400,500,700,700,400,700,300,600,200
47.5,584.3360670274508,0,400,500,700,700,400,700,300,600,200
51.66666666666667,629.0737013319938,0,400,500,700,700,400,700,300,600,200
55.833333333333336,672.3749349366334,0,400,500,700,700,400,700,300,600,200
60.0,711.1927078957283,0,400,500,700,700,400,700,300,600,200
64.16666666666667,723.7916481882756,0,400,500,700,700,400,700,300,600,200
68.33333333333334,628.4031890030614,0,400,500,700,700,400,700,300,600,200
72.5,630.0958469950682,0,400,500,700,700,400,700,300,600,200
76.66666666666667,656.5305482652302,0,400,500,700,700,400,700,300,600,200
80.83333333333334,681.8917433912776,0,400,500,700,700,400,700,300,600,200
85.0,706.1730151157705,0,400,500,700,700,400,700,300,600,200
89.16666666666667,729.3188580694757,0,400,500,700,700,400,700,300,600,200
93.33333333333334,750.7901669417064,0,400,500,700,700,400,700,300,600,200
97.5,765.4743809913929,0,400,500,700,700,400,700,300,600,200
101.66666666666667,735.4603783147903,0,400,500,700,700,400,700,300,600,200
105.83333333333334,532.2377560281518,0,400,500,700,700,400,700,300,600,200
110.0,628.7384451675275,0,400,500,700,700,400,700,300,600,200
10.0,64.0,0,1000,900,500,600,400,1000,700,900,700
14.166666666666668,90.66666666666669,0,1000,900,500,600,400,1000,700,900,700
18.333333333333336,117.33333333333336,0,1000,900,500,600,400,1000,700,900,700
22.5,144.0,0,1000,900,500,600,400,1000,700,900,700
26.666666666666668,489.3173181333909,0,1000,900,500,600,400,1000,700,900,700
30.833333333333336,563.1645547909395,0,1000,900,500,600,400,1000,700,900,700
35.0,635.9284884924452,0,1000,900,500,600,400,1000,700,900,700
39.16666666666667,707.5484781006784,0,1000,900,500,600,400,1000,700,900,700
43.333333333333336,778.024850738706,0,1000,900,500,600,400,1000,700,900,700
47.5,847.3643237998248,0,1000,900,500,600,400,1000,700,900,700
51.66666666666667,915.5018536209992,0,1000,900,500,600,400,1000,700,900,700
55.833333333333336,981.7516464940314,0,1000,900,500,600,400,1000,700,900,700
60.0,1040.757690153627,0,1000,900,500,600,400,1000,700,900,700
64.16666666666667,1066.5129187402222,0,1000,900,500,600,400,1000,700,900,700
68.33333333333334,1088.3528671699187,0,1000,900,500,600,400,1000,700,900,700
72.5,1145.740881923499,0,1000,900,500,600,400,1000,700,900,700
76.66666666666667,1202.0624131810446,0,1000,900,500,600,400,1000,700,900,700
80.83333333333334,1257.3136263944828,0,1000,900,500,600,400,1000,700,900,700
85.0,1311.4719351106237,0,1000,900,500,600,400,1000,700,900,700
89.16666666666667,1364.3359931370387,0,1000,900,500,600,400,1000,700,900,700
93.33333333333334,1414.051793768756,0,1000,900,500,600,400,1000,700,900,700
